"","Station","date","year","month","day","julian_day","nitrate","amo","srp","flow","width","velocity","depth"
"560","bo",1999-06-15,1999,6,15,166,0.05,0.02,0.019,36.3,35.22,1.1,0.92
"561","bo",1999-07-13,1999,7,13,194,0.005,0.01,0.018,13.2,35.02,0.77,0.48
"562","bo",1999-08-17,1999,8,17,229,0.03,0.03,0.021,11.4,34.99,0.73,0.43
"563","bo",1999-09-21,1999,9,21,264,0.005,0.01,0.007,11.3,34.99,0.73,0.43
"564","bo",1999-10-19,1999,10,19,292,0.01,0.13,0.02,16.1,35.06,0.83,0.54
"565","bo",1999-11-16,1999,11,16,320,0.02,0.03,0.009,15.7,35.05,0.82,0.53
"566","bo",1999-12-14,1999,12,14,348,0.19,0.03,0.011,14.9,35.04,0.81,0.52
"567","bo",2000-01-26,2000,1,26,26,0.39,0.06,0.009,14.6,35.04,0.8,0.51
"568","bo",2000-02-29,2000,2,29,60,0.15,0.06,0.06,18.6,35.09,0.87,0.6
"569","bo",2000-03-27,2000,3,27,87,0.005,0.01,0.007,14.4,35.04,0.8,0.5
"570","bo",2000-05-02,2000,5,2,123,0.05,0.07,0.017,11.8,35,0.74,0.44
"571","bo",2000-05-21,2000,5,21,142,0.005,0.02,0.021,6.9,34.89,0.61,0.31
"572","bo",2000-06-11,2000,6,11,163,0.005,0.01,0.005,9.4,34.96,0.69,0.38
"573","bo",2000-07-17,2000,7,17,199,0.005,0.04,0.007,3.9,34.79,0.5,0.21
"574","bo",2000-08-14,2000,8,14,227,0.005,0.005,0.004,3.2,34.75,0.47,0.19
"575","bo",2000-09-12,2000,9,12,256,0.005,0.05,0.006,5.8,34.86,0.58,0.28
"576","bo",2000-10-16,2000,10,16,290,0.005,0.01,0.017,15.8,35.06,0.82,0.54
"577","bo",2000-11-20,2000,11,20,325,1.93,0.02,0.008,11.6,35,0.74,0.44
"578","bo",2000-12-20,2000,12,20,355,0.18,0.005,0.004,10.7,34.98,0.72,0.41
"579","bo",2001-01-30,2001,1,30,30,0.1,0.005,0.004,8.6,34.94,0.66,0.36
"580","bo",2001-02-28,2001,2,28,59,0.165,0.05,0.004,9.5,34.96,0.69,0.38
"581","bo",2001-04-03,2001,4,3,93,0.05,0.005,0.013,16.7,35.07,0.84,0.55
"582","bo",2001-04-03,2001,4,3,93,0.047,0.005,0.01,16.7,35.07,0.84,0.55
"583","bo",2001-04-23,2001,4,23,113,0.003,0.005,0.007,14.5,35.04,0.8,0.51
"584","bo",2001-05-22,2001,5,22,142,0.003,0.005,0.013,18,35.08,0.86,0.58
"585","bo",2001-06-18,2001,6,18,169,0.051,0.03,0.013,24.6,35.14,0.96,0.72
"586","bo",2001-07-18,2001,7,18,199,0.003,0.005,0.036,16.9,35.07,0.84,0.56
"587","bo",2001-08-21,2001,8,21,233,0.016,0.005,0.004,6,34.87,0.58,0.28
"588","bo",2001-09-25,2001,9,25,268,0.003,0.005,0.003,7.7,34.92,0.64,0.33
"589","bo",2001-10-23,2001,10,23,296,0.006,0.005,0.011,15.4,35.05,0.82,0.53
"590","bo",2001-11-18,2001,11,18,322,0.027,0.01,0.007,13.7,35.03,0.78,0.49
"591","bo",2001-12-18,2001,12,18,352,0.122,0.04,0.006,11.4,34.99,0.73,0.43
"592","bo",2002-01-28,2002,1,28,28,0.139,0.02,0.009,9.7,34.96,0.69,0.39
"593","bo",2002-03-04,2002,3,4,63,0.046,0.02,0.006,11.4,34.99,0.74,0.43
"594","bo",2002-04-01,2002,4,1,91,0.208,0.03,0.034,22.3,35.12,0.93,0.67
"595","bo",2002-04-29,2002,4,29,119,0.003,0.01,0.013,14.4,35.04,0.8,0.5
"596","bo",2002-05-28,2002,5,28,148,0.003,0.02,0.021,18.3,35.08,0.87,0.59
"597","bo",2002-06-17,2002,6,17,168,0.012,0.02,0.019,34.8,35.21,1.09,0.9
"598","bo",2002-07-22,2002,7,22,203,0.005,0.01,0.019,9.9,34.96,0.7,0.39
"599","bo",2002-08-19,2002,8,19,231,0.005,0.01,0.004,6,34.87,0.59,0.28
"600","bo",2002-08-19,2002,8,19,231,0.005,0.02,0.012,6,34.87,0.59,0.28
"601","bo",2002-09-24,2002,9,24,267,0.005,0.005,0.002,7.8,34.92,0.64,0.34
"602","bo",2003-06-09,2003,6,9,160,0.079,0.02,0.032,31.1,35.19,1.05,0.84
"603","bo",2003-06-23,2003,6,23,174,0.003,0.005,0.027,29,35.17,1.02,0.8
"604","bo",2003-07-07,2003,7,7,188,0.003,0.005,0.02,12.2,35,0.75,0.45
"605","bo",2003-07-21,2003,7,21,202,0.003,0.015,0.008,8.1,34.93,0.65,0.35
"606","bo",2003-07-21,2003,7,21,202,0.005,0.016,0.009,8.1,34.93,0.65,0.35
"607","bo",2003-08-04,2003,8,4,216,0.006,0.011,0.004,6,34.87,0.59,0.28
"608","bo",2003-08-11,2003,8,11,223,0.006,0.013,0.003,6.7,34.89,0.61,0.3
"609","bo",2003-08-18,2003,8,18,230,0.003,0.005,0.001,7.1,34.9,0.62,0.32
"610","bo",2003-09-02,2003,9,2,245,0.003,0.005,0.003,8.1,34.93,0.65,0.35
"611","bo",2003-09-15,2003,9,15,258,0.003,0.005,0.007,8.6,34.94,0.66,0.36
"612","bo",2003-09-29,2003,9,29,272,0.003,0.01,0.011,9.7,34.96,0.69,0.39
"613","bo",2004-05-17,2004,5,17,138,0.001,0,0.006,8.7,34.94,0.67,0.36
"614","bo",2004-06-01,2004,6,1,153,0.004,0.006,0.01,18.8,35.09,0.88,0.6
"615","bo",2004-06-14,2004,6,14,166,0.002,0.011,0.017,21.1,35.11,0.91,0.65
"616","bo",2004-06-28,2004,6,28,180,0.002,0.006,0.014,10.5,34.98,0.71,0.41
"617","bo",2004-07-14,2004,7,14,196,0.002,0.004,0.006,9.7,34.96,0.69,0.39
"618","bo",2004-07-28,2004,7,28,210,0.028,0.022,0.015,6.6,34.89,0.61,0.3
"619","bo",2004-08-11,2004,8,11,224,0.01,0.008,0.01,5.4,34.85,0.56,0.27
"620","bo",2004-08-25,2004,8,25,238,0.003,0.002,0.012,8,34.92,0.65,0.34
"621","bo",2004-09-08,2004,9,8,252,0.001,0.013,0.006,9,34.95,0.68,0.37
"622","bo",2004-09-22,2004,9,22,266,0.005,0.004,0.022,16.5,35.06,0.84,0.55
"623","bo",2005-01-18,2005,1,18,18,0.247,0.005,0.01,11.5,34.99,0.74,0.44
"624","bo",2005-02-15,2005,2,15,46,0.116,0.005,0.004,11.5,34.99,0.74,0.44
"625","bo",2005-03-15,2005,3,15,74,0.008,0.005,0.01,11.9,35,0.75,0.45
"626","bo",2005-04-13,2005,4,13,103,0.004,0.005,0.01,11.7,35,0.74,0.44
"627","bo",2005-05-16,2005,5,16,136,0.081,0.005,0.028,38.8,35.23,1.13,0.97
"628","bo",2005-06-08,2005,6,8,159,0.057,0.022,0.03,72.9,35.35,1.41,1.46
"629","bo",2005-06-22,2005,6,22,173,0.033,0.011,0.03,54,35.29,1.27,1.2
"630","bo",2005-07-06,2005,7,6,187,0.003,0.005,0.02,30.1,35.18,1.03,0.82
"631","bo",2005-07-19,2005,7,19,200,0.004,0.005,0.016,12.8,35.01,0.76,0.47
"632","bo",2005-08-03,2005,8,3,215,0.007,0.005,0.058,8.5,34.93,0.66,0.36
"633","bo",2005-08-16,2005,8,16,228,0.008,0.005,0.051,7.6,34.92,0.64,0.33
"634","bo",2005-08-31,2005,8,31,243,0.006,0.014,0.002,8.3,34.93,0.66,0.35
"635","bo",2005-09-13,2005,9,13,256,0.008,0.005,0.004,10.3,34.97,0.71,0.41
"636","bo",2005-09-28,2005,9,28,271,0.003,0.013,0.008,15,35.04,0.81,0.52
"637","bo",2005-10-18,2005,10,18,291,0.002,0.005,0.009,16.1,35.06,0.83,0.54
"638","bo",2005-11-15,2005,11,15,319,0.008,0.005,0.007,16,35.06,0.83,0.54
"639","bo",2005-12-13,2005,12,13,347,0.179,0.005,0.005,11.4,34.99,0.73,0.43
"640","bo",2006-06-01,2006,6,1,152,0.035,0.005,0.032,21.6,35.12,0.92,0.66
"641","bo",2006-06-14,2006,6,14,165,0.074,0.014,0.039,35.1,35.21,1.09,0.9
"642","bo",2006-06-28,2006,6,28,179,0.001,0.019,0.018,12.2,35,0.75,0.45
"643","bo",2006-07-05,2006,7,5,186,0.001,0.018,0.013,12.1,35,0.75,0.45
"644","bo",2006-07-19,2006,7,19,200,0.004,0.024,0.006,8.9,34.94,0.67,0.37
"645","bo",2006-08-02,2006,8,2,214,0.007,0.024,0.007,5.9,34.86,0.58,0.28
"646","bo",2006-08-16,2006,8,16,228,0.004,0.005,0.006,5.1,34.84,0.55,0.26
"647","bo",2006-08-30,2006,8,30,242,0.003,0.005,0.008,5.9,34.87,0.58,0.28
"648","bo",2006-09-13,2006,9,13,256,0.003,0.005,0.008,5.8,34.86,0.58,0.28
"649","bo",2006-09-27,2006,9,27,270,0.002,0.014,0.011,11,34.99,0.73,0.42
"650","bo",2007-06-06,2007,6,6,157,0.033,0.025,0.031,60.4,35.31,1.32,1.29
"651","bo",2007-06-13,2007,6,13,164,0.054,0.025,0.034,62.8,35.32,1.34,1.32
"652","bo",2007-06-27,2007,6,27,178,0.002,0.01,0.021,19.7,35.1,0.89,0.62
"653","bo",2007-07-11,2007,7,11,192,0.011,0.01,0.01,10.8,34.98,0.72,0.42
"654","bo",2007-07-25,2007,7,25,206,0.01,0.008,0.003,10.1,34.97,0.7,0.4
"655","bo",2007-08-01,2007,8,1,213,0.012,0.004,0.004,8.1,34.93,0.65,0.35
"656","bo",2007-08-15,2007,8,15,227,0.013,0.022,0.005,7,34.9,0.62,0.31
"657","bo",2007-08-29,2007,8,29,241,0.006,0.013,0.009,7.1,34.9,0.62,0.32
"658","bo",2007-09-05,2007,9,5,248,0.011,0.011,0.014,8.1,34.93,0.65,0.35
"659","bo",2007-09-19,2007,9,19,262,0.003,0.01,0.022,8.8,34.94,0.67,0.36
"660","bo",2008-06-11,2008,6,11,163,0.079,0.02,0.064,77.9,35.36,1.44,1.52
"661","bo",2008-06-25,2008,6,25,177,0.032,0.02,0.044,59.9,35.31,1.32,1.28
"662","bo",2008-07-09,2008,7,9,191,0.006,0.02,0.047,31.4,35.19,1.05,0.84
"663","bo",2008-07-16,2008,7,16,198,0.004,0.02,0.041,19.2,35.09,0.88,0.61
"664","bo",2008-07-23,2008,7,23,205,0.003,0.02,0.039,16.7,35.07,0.84,0.56
"665","bo",2008-08-01,2008,8,1,215,NA,NA,NA,11.2,34.99,0.73,0.43
"666","bo",2008-08-13,2008,8,13,226,0.01,NA,0.027,8.8,34.94,0.67,0.37
"667","bo",2008-08-20,2008,8,20,233,0.005,NA,0.023,8.5,34.94,0.66,0.36
"668","bo",2008-08-27,2008,8,27,240,0.007,NA,0.029,11.4,34.99,0.73,0.43
"669","bo",2008-09-01,2008,9,1,246,NA,NA,NA,18.6,35.09,0.87,0.6
"670","bo",2008-09-10,2008,9,10,254,0.006,NA,0.039,17.1,35.07,0.85,0.56
"671","bo",2008-09-24,2008,9,24,268,0.004,0.01,0.017,16.7,35.07,0.84,0.55
"672","bo",2009-06-24,2009,6,24,175,0.028,0.008,0.032,58.3,35.31,1.3,1.26
"673","bo",2009-07-01,2009,7,1,182,0.003,0.005,0.024,29,35.17,1.02,0.8
"674","bo",2009-07-15,2009,7,15,196,0.001,0.008,0.029,29.8,35.18,1.03,0.81
"675","bo",2009-07-29,2009,7,29,210,0.006,0.015,0.024,23.9,35.13,0.95,0.7
"676","bo",2009-08-01,2009,8,1,214,NA,NA,NA,20.3,35.1,0.9,0.63
"677","bo",2009-08-05,2009,8,5,217,0.008,0.003,0.007,16,35.06,0.83,0.54
"678","bo",2009-08-12,2009,8,12,224,0.014,0.008,0.018,20.1,35.1,0.9,0.63
"679","bo",2009-08-26,2009,8,26,238,0.005,0.012,0.009,15.5,35.05,0.82,0.53
"680","bo",2009-09-02,2009,9,2,245,0.006,0.009,0.01,14.3,35.04,0.8,0.5
"681","bo",2009-09-06,2009,9,6,250,NA,NA,NA,12,35,0.75,0.45
"682","bo",2009-09-09,2009,9,9,252,0.009,0.007,0.009,12,35,0.75,0.45
"683","bo",2009-09-16,2009,9,16,259,0.009,0.017,0.012,11.1,34.99,0.73,0.42
"684","bo",2010-06-23,2010,6,23,174,0.062,0.02,0.035,79.3,35.37,1.45,1.54
"685","bo",2010-07-07,2010,7,7,188,0.012,0.008,0.022,34.8,35.21,1.09,0.9
"686","bo",2010-07-14,2010,7,14,195,0.004,0.01,0.021,23.3,35.13,0.94,0.69
"687","bo",2010-07-21,2010,7,21,202,0.003,0.01,0.025,16.8,35.07,0.84,0.56
"688","bo",2010-08-01,2010,8,1,214,NA,NA,NA,16,35.06,0.83,0.54
"689","bo",2010-08-04,2010,8,4,216,0.003,0.009,0.019,13.9,35.03,0.79,0.49
"690","bo",2010-08-11,2010,8,11,223,0.004,NA,0.021,14.8,35.04,0.8,0.51
"691","bo",2010-08-18,2010,8,18,230,0.005,0.006,0.022,15.8,35.05,0.82,0.54
"692","bo",2010-09-01,2010,9,1,244,0.004,0.006,0.009,14,35.03,0.79,0.5
"693","bo",2010-09-08,2010,9,8,251,0.003,NA,0.01,14.5,35.04,0.8,0.51
"694","bo",2010-09-10,2010,9,10,254,0,0,0,22.9,35.13,0.94,0.68
"695","bo",2010-09-15,2010,9,15,258,0.002,0.006,0.016,20,35.1,0.89,0.63
"696","bo",2011-06-22,2011,6,22,173,0.022,0.014,0.033,99,35.41,1.57,1.78
"697","bo",2011-06-29,2011,6,29,180,0.019,0.035,0.034,92.6,35.4,1.53,1.71
"698","bo",2011-07-13,2011,7,13,194,0.035,0.014,0.026,58.8,35.31,1.31,1.27
"699","bo",2011-07-20,2011,7,20,201,0.016,0.012,0.027,48.4,35.27,1.22,1.12
"700","bo",2011-07-27,2011,7,27,208,0.003,0.006,0.022,31.7,35.19,1.05,0.84
"701","bo",2011-08-01,2011,8,1,214,NA,NA,NA,25.6,35.15,0.98,0.74
"702","bo",2011-08-10,2011,8,10,222,0.005,0.01,0.023,20.6,35.11,0.9,0.64
"703","bo",2011-08-17,2011,8,17,229,0.005,NA,0.028,17.9,35.08,0.86,0.58
"704","bo",2011-08-24,2011,8,24,236,0.006,0.007,0.02,14.7,35.04,0.8,0.51
"705","bo",2011-09-03,2011,9,3,247,NA,NA,NA,15.7,35.05,0.82,0.53
"706","bo",2011-09-14,2011,9,14,257,0.004,0.007,0.018,15,35.04,0.81,0.52
"707","bo",2011-09-20,2011,9,20,263,0.003,0.006,0.021,17.1,35.07,0.85,0.56
"708","bo",2012-06-20,2012,6,20,173,0.005,0.01,0.023,30.6,35.18,1.04,0.83
"709","bo",2012-06-27,2012,6,27,180,0.002,NA,0.024,18.9,35.09,0.88,0.6
"710","bo",2012-07-11,2012,7,11,194,0.002,0.009,0.005,13.6,35.03,0.78,0.49
"711","bo",2012-07-18,2012,7,18,201,0.002,0.009,0.003,15.5,35.05,0.82,0.53
"712","bo",2012-07-25,2012,7,25,208,0.004,0.006,0.003,11.5,34.99,0.74,0.44
"713","bo",2012-07-31,2012,7,31,214,NA,NA,NA,10.3,34.97,0.71,0.4
"714","bo",2012-08-08,2012,8,8,222,0.021,0.013,0.007,9.2,34.95,0.68,0.38
"715","bo",2012-08-14,2012,8,14,228,0.005,0.007,0.008,8.6,34.94,0.66,0.36
"716","bo",2012-08-15,2012,8,15,229,NA,NA,NA,8.5,34.94,0.66,0.36
"717","bo",2012-08-29,2012,8,29,243,0.003,NA,0.003,8.4,34.93,0.66,0.35
"718","bo",2012-09-01,2012,9,1,246,NA,NA,NA,8.1,34.93,0.65,0.35
"719","bo",2012-09-05,2012,9,5,250,0.003,NA,0.003,8.1,34.93,0.65,0.34
"720","bo",2012-09-12,2012,9,12,257,0.002,NA,0.002,8.4,34.93,0.66,0.35
"721","bo",2013-07-10,2013,7,10,191,0.002,0.014,0.005,10,34.97,0.7,0.4
"722","bo",2013-07-24,2013,7,24,205,0.021,0.019,0.006,8,34.92,0.65,0.34
"723","bo",2013-08-07,2013,8,7,219,0.004,0.013,0.007,6.8,34.89,0.61,0.31
"724","bo",2013-08-21,2013,8,21,233,0.001,0.008,0.007,6.1,34.87,0.59,0.29
"725","bo",2013-09-04,2013,9,4,247,0.001,0.012,0.007,7.9,34.92,0.65,0.34
"726","bo",2013-09-18,2013,9,18,261,0.002,0.01,0.007,10.3,34.97,0.71,0.41
"727","bo",2014-07-02,2014,7,2,183,0.006,0,0.022,34.6,35.21,1.08,0.9
"728","bo",2014-07-16,2014,7,16,197,0.004,0,0.023,18.5,35.09,0.87,0.59
"729","bo",2014-08-06,2014,8,6,218,0.005,0.026,0.017,9.7,34.96,0.69,0.39
"730","bo",2014-08-20,2014,8,20,232,0.004,0.009,0.018,11,34.98,0.72,0.42
"731","bo",2014-09-03,2014,9,3,246,0.004,0,0.016,15.4,35.05,0.82,0.53
"732","bo",2014-09-17,2014,9,17,260,0.001,0.009,0.007,15.2,35.05,0.81,0.52
"733","bo",2015-07-01,2015,7,1,182,0.001,0.008,0.0028,12.2,35.01,0.75,0.45
"734","bo",2015-07-15,2015,7,15,196,0.00285,0.00775,0.00155,11.1,34.99,0.73,0.43
"735","bo",2015-08-05,2015,8,5,217,0.002,0.0111,0.001,7.8,34.92,0.64,0.34
"736","bo",2015-08-19,2015,8,19,231,0.0037,0.0152,0.0019,6.5,34.88,0.6,0.3
"737","bo",2015-09-09,2015,9,9,252,0.0025,0.0144,0.0057,8.5,34.94,0.66,0.36
"738","bo",2015-09-23,2015,9,23,266,9e-04,0.005,0.0044,10.4,34.98,0.71,0.41
"739","bo",2016-07-06,2016,7,6,188,0.001,0.0068,8e-04,9.9,34.97,0.7,0.39
"740","bo",2016-07-20,2016,7,20,202,0.0019,0.00865,0.00145,9.6,34.96,0.69,0.39
"741","bo",2016-08-10,2016,8,10,223,0.0617,0.0738,0.0073,6.8,34.89,0.61,0.31
"742","bo",2016-08-24,2016,8,24,237,0.0018,0.0075,0.0041,6.3,34.88,0.6,0.29
"743","bo",2016-09-07,2016,9,7,251,0.0016,0.0258,0.0081,8.7,34.94,0.67,0.36
"744","bo",2016-09-21,2016,9,21,265,0.003,0.0124,0.0074,9.5,34.96,0.69,0.38
"745","bo",2017-07-11,2017,7,11,192,0.0036,0.0205,0.0209,16.7,35.07,0.84,0.56
"746","bo",2017-07-24,2017,7,24,205,0.0058,0.0144,0.0044,10.9,34.98,0.72,0.42
"747","bo",2017-08-08,2017,8,8,220,0.0097,0.0105,0.0023,6.6,34.89,0.61,0.3
"748","bo",2017-08-22,2017,8,22,234,0.0042,0.0199,0.0016,6.9,34.9,0.62,0.31
"749","bo",2017-09-05,2017,9,5,248,0.0061,0.0114,0.0016,7.2,34.9,0.62,0.32
"750","bo",2017-09-19,2017,9,19,262,0.0158,0.005,0.0119,14.1,35.03,0.79,0.5
"751","bo",2018-02-23,2018,2,23,54,NA,NA,NA,16.4,35.06,0.83,0.55
"752","bo",2018-03-23,2018,3,23,82,NA,NA,NA,32.2,35.19,1.06,0.85
"753","bo",2018-04-21,2018,4,21,111,NA,NA,NA,45,35.26,1.19,1.06
"754","bo",2018-05-16,2018,5,16,136,NA,NA,NA,100,35.41,1.58,1.8
"755","bo",2018-06-06,2018,6,6,157,NA,NA,NA,79.5,35.37,1.45,1.55
"756","bo",2018-06-20,2018,6,20,171,NA,NA,NA,149,35.49,1.81,2.33
"757","bo",2018-07-03,2018,7,3,184,NA,NA,NA,67,35.33,1.37,1.38
"758","bo",2018-07-18,2018,7,18,199,0.005,0.011,0.008,29.8,35.18,1.03,0.81
"759","bo",2018-08-02,2018,8,2,214,0.005,NA,0.013,15.4,35.05,0.82,0.53
"760","bo",2018-08-16,2018,8,16,228,0.003,NA,0.006,11.8,35,0.74,0.44
"761","bo",2018-08-31,2018,8,31,243,0.003,NA,NA,16.5,35.06,0.84,0.55
"762","bo",2018-09-14,2018,9,14,257,0.002,0.007,0.007,15.4,35.05,0.82,0.53
"763","bo",2018-09-27,2018,9,27,270,0.003,0.011,0.007,16.1,35.06,0.83,0.54
"764","bo",2018-10-11,2018,10,11,284,0.01,0.007,0.009,23.2,35.13,0.94,0.69
"765","bo",2018-11-02,2018,11,2,306,0.057,0.016,0.017,22.9,35.13,0.94,0.68
"766","bo",2018-12-07,2018,12,7,341,0.12,0.003,0.005,15.1,35.05,0.81,0.52
"767","bo",2019-01-10,2019,1,10,10,0.185,0.004,0.007,18.6,35.09,0.87,0.6
"768","bo",2019-02-20,2019,2,20,51,0.267,0.005,NA,14.9,35.04,0.81,0.52
"769","bo",2019-03-12,2019,3,12,71,0.234,0.007,0.002,15.7,35.05,0.82,0.53
"770","bo",2019-04-18,2019,4,18,108,0.192,0.011,0.033,44.4,35.26,1.18,1.05
"771","bo",2019-05-16,2019,5,16,136,0.051,0.009,0.042,66.8,35.33,1.37,1.38
"772","bo",2019-05-30,2019,5,30,150,0.04,0.008,0.033,72.9,35.35,1.41,1.46
"773","bo",2019-06-10,2019,6,10,161,0.02,0.006,0.015,50,35.28,1.24,1.14
"774","bo",2019-06-25,2019,6,25,176,0.005,0.019,0.012,26.8,35.16,0.99,0.76
"775","bo",2019-07-09,2019,7,9,190,0.004,0.005,0.015,29.8,35.18,1.03,0.81
"776","bo",2019-07-23,2019,7,23,204,0.004,0.003,0.006,17.5,35.07,0.85,0.57
"777","bo",2019-08-07,2019,8,7,219,0.006,0.003,0.003,11.6,35,0.74,0.44
"778","bo",2019-08-22,2019,8,22,234,0.004,0.004,0.004,10.8,34.98,0.72,0.42
"779","bo",2019-09-06,2019,9,6,249,0.005,0.002,0.008,10.6,34.98,0.71,0.41
"780","bo",2019-09-17,2019,9,17,260,0.007,0.002,0.006,18.1,35.08,0.86,0.59
"781","bo",2019-10-04,2019,10,4,277,0.004,0.002,0.005,24,35.14,0.95,0.7
"782","bo",2019-10-25,2019,10,25,298,0.005,0.005,0.007,24.8,35.14,0.97,0.72
"783","bo",2019-11-22,2019,11,22,326,0.007,0.004,0.008,21.4,35.11,0.92,0.65
"784","bo",2019-12-09,2019,12,9,343,0.059,0.005,0.007,20.2,35.1,0.9,0.63
"785","bo",2020-01-17,2020,1,17,17,0.048,0.02,0.014,16,35.06,0.83,0.54
"786","bo",2020-02-10,2020,2,10,41,0.002,0.01,0.01,16.7,35.07,0.84,0.56
"787","bo",2020-03-09,2020,3,9,69,0.034,0.006,0.046,23.5,35.13,0.95,0.69
"788","bo",2020-04-16,2020,4,16,107,0.005,0.004,0.006,22.2,35.12,0.93,0.67
"789","bo",2020-05-05,2020,5,5,126,0.089,0.007,0.029,38.3,35.23,1.12,0.96
"790","bo",2020-05-20,2020,5,20,141,0.062,0.008,0.018,65.4,35.33,1.36,1.36
"791","bo",2020-06-08,2020,6,8,160,0.054,0.004,0.025,76.9,35.36,1.44,1.51
"792","bo",2020-06-22,2020,6,22,174,0.035,0.003,0.016,77.4,35.36,1.44,1.52
"793","bo",2020-07-06,2020,7,6,188,0.008,0.003,0.012,64.4,35.33,1.35,1.35
"794","bo",2020-07-20,2020,7,20,202,0.001,0.005,0.005,30.6,35.18,1.04,0.83
"795","bo",2020-08-03,2020,8,3,216,0.003,0.003,0.007,18.9,35.09,0.88,0.6
"796","bo",2020-08-17,2020,8,17,230,0.005,0.003,0.005,12.5,35.01,0.76,0.46
"797","bo",2020-08-31,2020,8,31,244,0.003,0.002,0.005,13.8,35.03,0.79,0.49
"798","bo",2020-09-14,2020,9,14,258,0.002,0.008,0.005,14.2,35.03,0.79,0.5
"799","bo",2020-09-28,2020,9,28,272,0.002,0.006,0.037,19.6,35.1,0.89,0.62
"800","bo",2020-10-12,2020,10,12,286,0.079,0.005,0.01,19.5,35.1,0.89,0.61
"801","bo",2020-11-10,2020,11,10,315,0.078,0.008,0.004,22.9,35.13,0.94,0.68
"802","bo",2020-12-07,2020,12,7,342,0.077,0.007,0.008,17.8,35.08,0.86,0.58
"803","bo",2021-01-19,2021,1,19,19,0.032,0.006,0.002,18.1,35.08,0.86,0.58
"804","bo",2021-02-22,2021,2,22,53,0.086,0.009,0.002,15.9,35.06,0.82,0.54
"805","bo",2021-03-20,2021,3,20,79,0.105,0.026,0.034,41.5,35.24,1.16,1.01
"806","bo",2021-07-17,2021,7,17,198,0.001,0.005,0.008,9.3,34.95,0.68,0.38
"807","bo",2021-07-24,2021,7,24,205,0.005,0.03,0.002,9.2,34.95,0.68,0.38
"808","bo",2021-08-25,2021,8,25,237,0.001,0.02,5e-04,11.9,35,0.75,0.45
"809","bo",2021-09-03,2021,9,3,246,0.001,0.02,8e-04,10.7,34.98,0.72,0.41
"810","bo",2021-09-24,2021,9,24,267,0.001,0.005,5e-04,11.8,35,0.74,0.44
"811","bo",2021-10-08,2021,10,8,281,0.001,0.01,9e-04,13.8,35.03,0.78,0.49
"812","dl",1986-01-06,1986,1,6,6,0.51,0.15,0.04,6,24.99,0.54,0.44
"813","dl",1986-02-04,1986,2,4,35,0.54,0.06,0.051,7.8,25.51,0.64,0.48
"814","dl",1986-02-25,1986,2,25,56,NA,NA,NA,45.6,29.22,1.83,0.85
"815","dl",1986-03-10,1986,3,10,69,0.36,0.14,0.067,10.6,26.12,0.77,0.53
"816","dl",1986-04-07,1986,4,7,97,0.2,0.02,0.019,7.8,25.53,0.64,0.48
"817","dl",1986-04-21,1986,4,21,111,0.12,0.005,0.015,8,25.56,0.65,0.48
"818","dl",1986-05-05,1986,5,5,125,0.07,0.005,0.029,10.5,26.1,0.76,0.53
"819","dl",1986-05-19,1986,5,19,139,0.02,0.04,0.011,7.4,25.41,0.62,0.47
"820","dl",1986-06-02,1986,6,2,153,0.02,0.02,0.1,24.8,27.88,1.27,0.7
"821","dl",1986-06-16,1986,6,16,167,0.08,0.005,0.023,8.9,25.78,0.69,0.5
"822","dl",1986-07-14,1986,7,14,195,0.05,0.005,0.003,5.2,24.72,0.5,0.42
"823","dl",1986-08-12,1986,8,12,224,0.29,0.005,0.003,1.1,21.93,0.2,0.25
"824","dl",1986-09-09,1986,9,9,252,0.13,0.03,0.032,7.4,25.4,0.62,0.47
"825","dl",1986-10-14,1986,10,14,287,0.14,0.005,0.006,8,25.58,0.65,0.48
"826","dl",1986-11-12,1986,11,12,316,0.43,0.005,0.013,6.2,25.08,0.56,0.44
"827","dl",1986-12-09,1986,12,9,343,0.49,0.005,0.014,6,24.99,0.54,0.44
"828","dl",1987-01-12,1987,1,12,12,0.54,0.02,0.019,8.7,25.74,0.68,0.5
"829","dl",1987-02-09,1987,2,9,40,0.57,0.01,0.032,6.5,25.16,0.57,0.45
"830","dl",1987-03-09,1987,3,9,68,0.5,0.04,0.042,8.2,25.62,0.66,0.49
"831","dl",1987-04-06,1987,4,6,96,0.2,0.02,0.027,6.7,25.22,0.58,0.45
"832","dl",1987-04-21,1987,4,21,111,0.11,0.005,0.026,6.9,25.26,0.59,0.46
"833","dl",1987-05-05,1987,5,5,125,0.12,0.005,0.019,5.3,24.77,0.51,0.42
"834","dl",1987-05-18,1987,5,18,138,0.03,0.02,0.006,3.7,24.07,0.41,0.37
"835","dl",1987-06-03,1987,6,3,154,0.1,0.005,0.023,7.5,25.44,0.62,0.47
"836","dl",1987-06-22,1987,6,22,173,0.005,0.01,0.013,4.8,24.6,0.48,0.41
"837","dl",1987-06-30,1987,6,30,181,0.05,0.005,0.024,6.5,25.17,0.57,0.45
"838","dl",1987-07-07,1987,7,7,188,0.07,0.005,0.012,2.2,23.16,0.3,0.32
"839","dl",1987-07-27,1987,7,27,208,0.12,0.04,0.028,4.2,24.32,0.44,0.39
"840","dl",1987-08-11,1987,8,11,223,0.08,0.02,0.001,1.8,22.76,0.26,0.29
